"","x"
"994","ENSG00000239719"
"995","ENSG00000244405"
"996","ENSG00000083720"
"997","ENSG00000168397"
"998","ENSG00000090061"
"999","ENSG00000050628"
"1000","ENSG00000181085"
"1001","ENSG00000177830"
"1002","ENSG00000122034"
"1003","ENSG00000141503"
"1004","ENSG00000257411"
"1005","ENSG00000173674"
"1006","ENSG00000115694"
"1007","ENSG00000114019"
"1008","ENSG00000163479"
"1009","ENSG00000188732"
"1010","ENSG00000100644"
"1011","ENSG00000175130"
"1012","ENSG00000163382"
"1013","ENSG00000074211"
"1014","ENSG00000157110"
"1015","ENSG00000155115"
"1016","ENSG00000130726"
"1017","ENSG00000213300"
"1018","ENSG00000104312"
"1019","ENSG00000114529"
"1020","ENSG00000067560"
"1021","ENSG00000081853"
"1022","ENSG00000082516"
"1023","ENSG00000213024"
"1024","ENSG00000171798"
"1025","ENSG00000065357"
"1026","ENSG00000055044"
"1027","ENSG00000135269"
"1028","ENSG00000135750"
"1029","ENSG00000254986"
"1030","ENSG00000141522"
"1031","ENSG00000126214"
"1032","ENSG00000105011"
"1033","ENSG00000159069"
"1034","ENSG00000116254"
"1035","ENSG00000160209"
"1036","ENSG00000169129"
"1037","ENSG00000115875"
"1038","ENSG00000264364"
"1039","ENSG00000105974"
"1040","ENSG00000149328"
"1041","ENSG00000167081"
"1042","ENSG00000107438"
"1043","ENSG00000234851"
"1044","ENSG00000260103"
"1045","ENSG00000105419"
"1046","ENSG00000167513"
"1047","ENSG00000014216"
"1048","ENSG00000116857"
"1049","ENSG00000167967"
"1050","ENSG00000242372"
"1051","ENSG00000125459"
"1052","ENSG00000197324"
"1053","ENSG00000104356"
"1054","ENSG00000164985"
"1055","ENSG00000253626"
"1056","ENSG00000061938"
"1057","ENSG00000061273"
"1058","ENSG00000108395"
"1059","ENSG00000169258"
"1060","ENSG00000166426"
"1061","ENSG00000198598"
"1062","ENSG00000011304"
"1063","ENSG00000119408"
"1064","ENSG00000112118"
"1065","ENSG00000006744"
"1066","ENSG00000160948"
"1067","ENSG00000172893"
"1068","ENSG00000087269"
